Trt	NumPop	Type	Demog	Envi	SET	NumInd	DataSetNames	GoodBFfile	numNeut	numSel	xtx.999perc	bf.999perc	rho.999perc	xtx.FPR	bf.FPR	rho.FPR	xtx.TPR	bf.TPR	rho.TPR	cpname	K5.999perc	KTW.999perc	KTW	Lq.K.5.FPR	Lq.K.TW.FPR	L.empQ.K.5.FPR	L.empQ.K.TW.FPR	Lq.K.5.TPR	Lq.K.TW.TPR	L.empQ.K.5.TPR	L.empQ.K.TW.TPR	pca.FPR.K10S	pca.TPR.K10S	pca.commonSelFactor.K10S	pca.NumLocicommonSelFactor.K10S	pca.FPR.K20S	pca.TPR.K20S	pca.commonSelFactor.K20S	pca.NumLocicommonSelFactor.K20S	pca.FPR.K10NS	pca.TPR.K10NS	pca.commonSelFactor.K10NS	pca.NumLocicommonSelFactor.K10NS	Vall.none	Vall.pcadapt	Vall.lfmm	Vall.lfmm.pcadapt	Vall.bf	Vall.bf.pcadapt	Vall.bf.lfmm	Vall.bf.lfmm.pcadapt	Vall.xtx	Vall.xtx.pcadapt	Vall.xtx.lfmm	Vall.xtx.lfmm.pcadapt	Vall.xtx.bf	Vall.xtx.bf.pcadapt	Vall.xtx.bf.lfmm	Vall.xtx.bf.lfmm.pcadapt	Vs.weak.none	Vs.weak.pcadapt	Vs.weak.lfmm	Vs.weak.lfmm.pcadapt	Vs.weak.bf	Vs.weak.bf.pcadapt	Vs.weak.bf.lfmm	Vs.weak.bf.lfmm.pcadapt	Vs.weak.xtx	Vs.weak.xtx.pcadapt	Vs.weak.xtx.lfmm	Vs.weak.xtx.lfmm.pcadapt	Vs.weak.xtx.bf	Vs.weak.xtx.bf.pcadapt	Vs.weak.xtx.bf.lfmm	Vs.weak.xtx.bf.lfmm.pcadapt	Vs.strong.none	Vs.strong.pcadapt	Vs.strong.lfmm	Vs.strong.lfmm.pcadapt	Vs.strong.bf	Vs.strong.bf.pcadapt	Vs.strong.bf.lfmm	Vs.strong.bf.lfmm.pcadapt	Vs.strong.xtx	Vs.strong.xtx.pcadapt	Vs.strong.xtx.lfmm	Vs.strong.xtx.lfmm.pcadapt	Vs.strong.xtx.bf	Vs.strong.xtx.bf.pcadapt	Vs.strong.xtx.bf.lfmm	Vs.strong.xtx.bf.lfmm.pcadapt	NotFound	GEAonly	FSTonly	Both	rda_veganv2.4-3_empQ_TP	rda_veganv2.4-3_empQ_TPR	dbrda_veganv2.4-3_empQ_TP	dbrda_veganv2.4-3_empQ_TPR	rda_veganv2.4-3_empP_001_TPR	rda_veganv2.4-3_empP_005_TPR	rda_veganv2.4-3_empP_01_TPR	rda_veganv2.4-3_empP_1_TPR	dbda_veganv2.4-3_empP_001_TPR	dbrda_veganv2.4-3_empP_005_TPR	dbrda_veganv2.4-3_empP_01_TPR	dbrda_veganv2.4-3_empP_1_TPR	rda_TPR_3SD	rda_FPR_3SD	rda_FDR_3SD	rda_TPR_001_3SD	rda_TPR_005_3SD	rda_TPR_01_3SD	rda_TPR_1_3SD	rda_TPR_25SD	rda_FPR_25SD	rda_FDR_25SD	rda_TPR_001_25SD	rda_TPR_005_25SD	rda_TPR_01_25SD	rda_TPR_1_25SD	dbrda_TPR_3SD	dbrda_FPR_3SD	dbrda_FDR_3SD	dbrda_TPR_001_3SD	dbrda_TPR_005_3SD	dbrda_TPR_01_3SD	dbrda_TPR_1_3SD	dbrda_TPR_25SD	dbrda_FPR_25SD	dbrda_FDR_25SD	dbrda_TPR_001_25SD	dbrda_TPR_005_25SD	dbrda_TPR_01_25SD	dbrda_TPR_1_25SD
R30	30	Rand	1R	1351142970_988	5	20	1R_R30_1351142970_988_5_NumPops=30_NumInd=20.bayenv	TRUE	9900	94	52.671	-0.055315033	0.20566	0.00010101	0.00010101	0.00010101	0.446808511	0.276595745	0.117021277	../LFMMBayenv2PCAdaptResults/1R_R30_1351142970_988_5_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	8.2521	4.89716	14	0.214646465	0.022020202	0.00010101	0.00010101	0.85106383	0.787234043	0.606382979	0.414893617	0.00010101	0.468085106	5	66	0.00010101	0	7	60	0.00010101	0.372340426	5	60	37	6	8	0	0	0	1	0	1	9	2	5	0	2	1	22	25	6	8	0	0	0	1	0	1	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	37	9	16	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R30	30	Rand	2R	1351142970_988	6	20	2R_R30_1351142970_988_6_NumPops=30_NumInd=20.bayenv	TRUE	9900	99	50.116	0.371234156	0.22425	0.00010101	0.00010101	0.00010101	0.323232323	0.444444444	0.161616162	../LFMMBayenv2PCAdaptResults/2R_R30_1351142970_988_6_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	7.9319	5.64878	13	0.209292929	0.031414141	0.00010101	0.00010101	0.949494949	0.818181818	0.797979798	0.151515152	0.00010101	0.858585859	3	90	0.00010101	0	5	82	0.00010101	0.727272727	6	89	14	35	0	0	0	15	0	3	0	6	0	0	0	14	0	12	11	32	0	0	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	0	41	44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R30	30	Rand	IBD	1351142970_988	7	20	IBD_R30_1351142970_988_7_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	44.318	0.113107367	0.21983	0.00020202	0.00010101	0.00010101	1	0.14	0.07	../LFMMBayenv2PCAdaptResults/IBD_R30_1351142970_988_7_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	7.5398	6.65943	9	0.175959596	0.113636364	0.00010101	0.00010101	0.96	0.57	0.07	0.06	0.00010101	0.96	1	100	0.00010101	0.49	10	99	0.00010101	0.95	3	97	0	0	0	0	0	0	0	0	4	82	0	0	0	8	0	6	0	0	0	0	0	0	0	0	4	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	86	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R30	30	Rand	IM	1351142970_988	8	20	IM_R30_1351142970_988_8_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	42.42	0.566708473	0.25845	0.00010101	0.00010101	0.00010101	0.1	0.13	0.11	../LFMMBayenv2PCAdaptResults/IM_R30_1351142970_988_8_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	7.17992	7.72055	3	0.152020202	0.156969697	0.00010101	0.00010101	0.74	0.76	0.22	0.21	0.00010101	0.13	1	69	0.00010101	0.11	16	63	0.00010101	0.13	7	67	79	0	7	1	0	0	1	2	0	0	0	0	0	0	0	10	47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	79	8	0	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R30	30	Rand	1R	1351142986_950	9	20	1R_R30_1351142986_950_9_NumPops=30_NumInd=20.bayenv	TRUE	9900	90	51.519	0.398634325	0.27748	0.00010101	0.00010101	0.00010101	0.377777778	0.422222222	0.3	../LFMMBayenv2PCAdaptResults/1R_R30_1351142986_950_9_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	8.94129	5.65569	14	0.27030303	0.044848485	0.00010101	0.00010101	0.855555556	0.688888889	0.5	0.344444444	0.00010101	0.422222222	3	62	0.00010101	0.011111111	3	48	0.00010101	0.344444444	10	63	41	5	2	0	3	0	4	1	0	4	0	0	1	5	1	23	32	4	2	0	3	0	2	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	41	9	9	31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R30	30	Rand	2R	1351142986_950	10	20	2R_R30_1351142986_950_10_NumPops=30_NumInd=20.bayenv	TRUE	9900	98	46.937	-0.069611382	0.25144	0.00010101	0.00010101	0.00010101	0.255102041	0.775510204	0.581632653	../LFMMBayenv2PCAdaptResults/2R_R30_1351142986_950_10_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	7.9912	5.40512	14	0.215757576	0.042222222	0.00010101	0.00010101	0.918367347	0.87755102	0.785714286	0.459183673	0.00010101	0.734693878	6	90	0.00010101	0.357142857	9	84	0.00010101	0.683673469	8	89	19	3	0	0	7	22	0	22	0	0	0	0	0	2	0	23	13	3	0	0	7	16	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	19	7	3	69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R30	30	Rand	IBD	1351142986_950	11	20	IBD_R30_1351142986_950_11_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	45.304	0.549260818	0.2612	0.00020202	0.00010101	0.00010101	0.99	0.11	0.06	../LFMMBayenv2PCAdaptResults/IBD_R30_1351142986_950_11_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	8.04664	6.98029	9	0.21010101	0.127575758	0.00010101	0.00010101	0.97	0.98	0.1	0.19	0.00020202	0.98	6	99	0.00010101	0.9	19	97	0.00010101	0.94	10	99	1	0	0	0	0	0	0	0	1	78	0	9	0	1	0	10	1	0	0	0	0	0	0	0	1	39	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	79	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
R30	30	Rand	IM	1351142986_950	12	20	IM_R30_1351142986_950_12_NumPops=30_NumInd=20.bayenv	TRUE	9900	100	43.418	-0.125564571	0.23042	0.00010101	0.00010101	0.00010101	0.06	0.11	0.12	../LFMMBayenv2PCAdaptResults/IM_R30_1351142986_950_12_NumPops=30_NumInd=20Bayenv2LFMMpca.Cpval	6.80942	7.73628	3	0.106969697	0.175656566	0.00010101	0.00010101	0.73	0.8	0.15	0.14	0.00010101	0.12	6	59	0.00010101	0.12	4	48	0.00010101	0.12	9	57	86	0	2	1	0	0	0	5	0	0	0	0	0	0	0	6	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	86	2	0	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60	60	Pair	1R	1351142954_453	1	30	1R_P60_1351142954_453_1_NumPops=60_NumInd=30.bayenv	TRUE	9900	99	93.179	0.915252055	0.22352	0.00010101	0.00010101	0.00010101	0.616161616	0.717171717	0.414141414	../LFMMBayenv2PCAdaptResults/1R_P60_1351142954_453_1_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	14.8669	2.82478	38	0.596767677	0	0.00010101	0.00010101	0.878787879	0.696969697	0.717171717	0.767676768	0.00010101	0.454545455	9	75	0.00010101	0.313131313	8	80	0.00010101	0.535353535	1	76	20	0	7	0	2	0	9	0	0	0	0	1	1	0	15	44	14	0	7	0	1	0	7	0	0	0	0	1	1	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	18	0	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60	60	Pair	2R	1351142954_453	2	30	2R_P60_1351142954_453_2_NumPops=60_NumInd=30.bayenv	TRUE	9900	99	89.512	0.534863411	0.18645	0.00010101	0.00010101	0.00010101	0.888888889	0.858585859	0.191919192	../LFMMBayenv2PCAdaptResults/2R_P60_1351142954_453_2_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	14.7645	2.57395	33	0.595858586	0	0.00010101	0.00010101	0.949494949	0.848484848	0.909090909	0.858585859	0.00010101	0.919191919	8	91	0.00010101	0.939393939	17	91	0.00010101	0.848484848	1	92	6	1	0	0	0	2	0	2	1	2	0	4	0	2	1	78	5	1	0	0	0	2	0	2	0	1	0	4	0	2	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	4	89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60	60	Pair	IBD	1351142954_453	3	30	IBD_P60_1351142954_453_3_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	93.784	0.683200186	0.24813	0.00020202	0.00010101	0.00010101	0.99	0.56	0.06	../LFMMBayenv2PCAdaptResults/IBD_P60_1351142954_453_3_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	12.992	3.87848	30	0.538989899	0.001313131	0.00020202	0.00010101	1	0.98	1	0.84	0.00020202	1	9	100	0.00020202	1	7	100	0.00020202	0.98	5	100	0	1	0	0	0	0	0	0	0	14	0	29	0	1	0	55	0	1	0	0	0	0	0	0	0	14	0	24	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	15	85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60	60	Pair	IM	1351142954_453	4	30	IM_P60_1351142954_453_4_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	93.784	1.223885152	0.25657	0.00010101	0.00010101	0.00010101	0.23	0.58	0.41	../LFMMBayenv2PCAdaptResults/IM_P60_1351142954_453_4_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	8.43556	8.43556	5	0.234343434	0.234343434	0.00010101	0.00010101	1	1	0.69	0.69	0.00010101	0.64	9	97	0.00010101	0.59	1	98	0.00010101	0.6	7	97	30	1	5	6	0	0	1	34	0	0	0	0	0	0	0	23	30	1	5	6	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	30	6	1	63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60	60	Pair	1R	1351142970_988	5	30	1R_P60_1351142970_988_5_NumPops=60_NumInd=30.bayenv	TRUE	9900	97	94.732	0.244128619	0.19169	0.00010101	0.00010101	0.00010101	0.618556701	0.721649485	0.371134021	../LFMMBayenv2PCAdaptResults/1R_P60_1351142970_988_5_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	17.2396	2.52361	39	0.651313131	0	0.00010101	0.00010101	0.896907216	0.670103093	0.701030928	0.773195876	0.00010101	0.546391753	2	73	0.00010101	0	19	63	0.00010101	0.432989691	7	67	19	0	7	0	3	0	7	1	0	0	1	0	0	0	7	52	11	0	6	0	2	0	6	1	0	0	1	0	0	0	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	19	17	0	61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60	60	Pair	2R	1351142970_988	6	30	2R_P60_1351142970_988_6_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	86.278	0.121855182	0.20952	0.00010101	0.00010101	0.00010101	0.86	0.8	0.27	../LFMMBayenv2PCAdaptResults/2R_P60_1351142970_988_6_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	14.3407	2.45596	33	0.617474747	0	0.00010101	0.00010101	0.97	0.77	0.89	0.9	0.00010101	0.9	6	91	0.00010101	0.66	15	87	0.00010101	0.8	7	92	8	0	1	4	0	0	0	1	1	0	0	6	0	1	0	78	5	0	1	4	0	0	0	1	1	0	0	4	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	8	1	1	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60	60	Pair	IBD	1351142970_988	7	30	IBD_P60_1351142970_988_7_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	95.498	0.72832131	0.22868	0.00020202	0.00010101	0.00010101	1	0.56	0.05	../LFMMBayenv2PCAdaptResults/IBD_P60_1351142970_988_7_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	11.2048	3.77994	32	0.443838384	0.000909091	0.00010101	0.00010101	1	0.83	0.08	0.7	0.00020202	1	9	100	0.00010101	0.96	9	99	0.00020202	1	7	99	0	0	0	0	0	0	0	0	0	24	0	20	0	6	0	50	0	0	0	0	0	0	0	0	0	22	0	18	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	24	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60	60	Pair	IM	1351142970_988	8	30	IM_P60_1351142970_988_8_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	92.559	1.09506469	0.26602	0.00010101	0.00010101	0.00010101	0.28	0.62	0.34	../LFMMBayenv2PCAdaptResults/IM_P60_1351142970_988_8_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	8.38817	8.38817	5	0.255252525	0.255252525	0.00010101	0.00010101	0.99	0.99	0.71	0.71	0.00010101	0.67	9	92	0.00010101	0.55	18	90	0.00010101	0.59	7	92	28	1	5	4	0	0	0	34	0	0	0	0	0	0	0	28	28	1	5	4	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	28	5	1	66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60	60	Pair	1R	1351142986_950	9	30	1R_P60_1351142986_950_9_NumPops=60_NumInd=30.bayenv	TRUE	9900	97	95.114	0.433673847	0.17972	0.00010101	0.00010101	0.00010101	0.587628866	0.639175258	0.474226804	../LFMMBayenv2PCAdaptResults/1R_P60_1351142986_950_9_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	17.653	2.80742	38	0.717575758	0	0.00010101	0.00010101	0.835051546	0.567010309	0.670103093	0.618556701	0.00010101	0.371134021	10	65	0.00010101	0	13	64	0.00010101	0.536082474	3	65	31	0	2	0	1	0	6	0	1	0	0	1	3	1	17	34	19	0	1	0	1	0	6	0	1	0	0	1	2	1	15	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	31	9	1	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60	60	Pair	2R	1351142986_950	10	30	2R_P60_1351142986_950_10_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	88.211	0.336359654	0.20099	0.00010101	0.00010101	0.00010101	0.91	0.86	0.3	../LFMMBayenv2PCAdaptResults/2R_P60_1351142986_950_10_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	13.2708	2.39065	36	0.571818182	0	0.00010101	0.00010101	0.94	0.83	0.89	0.89	0.00010101	0.9	2	91	0.00010101	0.27	2	89	0.00010101	0.84	5	91	9	0	0	0	0	0	0	0	1	0	0	4	0	1	0	85	6	0	0	0	0	0	0	0	0	0	0	4	0	1	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	1	90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60	60	Pair	IBD	1351142986_950	11	30	IBD_P60_1351142986_950_11_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	97.183	1.28298444	0.23932	0.00020202	0.00010101	0.00010101	0.99	0.47	0.01	../LFMMBayenv2PCAdaptResults/IBD_P60_1351142986_950_11_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	14.5453	3.2385	31	0.554444444	0	0.00020202	0.00010101	1	0.79	0.99	0.8	0.00020202	0.99	7	99	0.00020202	0.98	18	99	0.00020202	0.99	5	99	1	0	0	0	0	0	0	0	0	17	0	35	0	2	0	45	1	0	0	0	0	0	0	0	0	17	0	23	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	17	82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60	60	Pair	IM	1351142986_950	12	30	IM_P60_1351142986_950_12_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	92.383	1.22819497	0.24527	0.00010101	0.00010101	0.00010101	0.4	0.66	0.52	../LFMMBayenv2PCAdaptResults/IM_P60_1351142986_950_12_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	8.55372	8.55372	5	0.26010101	0.26010101	0.00010101	0.00010101	1	1	0.64	0.64	0.00010101	0.59	4	99	0.00010101	0.58	13	99	0.00010101	0.56	8	98	31	0	2	1	5	0	3	18	0	0	0	0	0	0	0	40	31	0	2	1	5	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	31	10	0	59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	1R	1351142954_453	1	30	1R_T60.6x10s_1351142954_453_1_NumPops=60_NumInd=30.bayenv	TRUE	9900	97	91.524	0.57191836	0.22503	0.00010101	0.00010101	0.00010101	0.793814433	0.608247423	0.113402062	../LFMMBayenv2PCAdaptResults/1R_T60.6x10s_1351142954_453_1_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	15.9757	2.63138	40	0.621313131	0	0.00010101	0.00010101	0.907216495	0.628865979	0.762886598	0.742268041	0.00010101	0.670103093	6	83	0.00010101	0.257731959	5	69	0.00010101	0.474226804	6	82	16	0	1	1	0	0	1	1	2	7	4	7	0	0	8	49	13	0	1	1	0	0	0	1	1	4	3	5	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16	2	9	70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	2R	1351142954_453	2	30	2R_T60.6x10s_1351142954_453_2_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	86.107	0.610574999	0.24159	0.00010101	0.00010101	0.00010101	0.88	0.78	0.14	../LFMMBayenv2PCAdaptResults/2R_T60.6x10s_1351142954_453_2_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	14.6712	2.39883	37	0.526060606	0.00010101	0.00010101	0.00010101	0.95	0.88	0.87	0.88	0.00010101	0.9	6	91	0.00010101	0.62	19	89	0.00010101	0.79	5	90	9	0	0	2	0	0	0	1	1	2	0	8	0	0	0	77	7	0	0	2	0	0	0	1	0	1	0	8	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	9	0	3	88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	IBD	1351142954_453	3	30	IBD_T60.6x10s_1351142954_453_3_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	101.25	0.980852939	0.26741	0.00010101	0.00010101	0.00010101	0.96	0.53	0.07	../LFMMBayenv2PCAdaptResults/IBD_T60.6x10s_1351142954_453_3_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	14.7268	2.63856	42	0.612626263	0	0.00020202	0.00010101	1	0.83	0.99	0.97	0.00020202	1	2	99	0.00010101	0.89	18	98	0.00020202	0.98	5	99	0	1	0	3	0	0	0	0	0	2	0	41	0	0	0	53	0	1	0	3	0	0	0	0	0	2	0	39	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
T60.6x10s	60	Tran	IM	1351142954_453	4	30	IM_T60.6x10s_1351142954_453_4_NumPops=60_NumInd=30.bayenv	TRUE	9900	100	93.261	1.0523091	0.28702	0.00010101	0.00010101	0.00010101	0.43	0.8	0.6	../LFMMBayenv2PCAdaptResults/IM_T60.6x10s_1351142954_453_4_NumPops=60_NumInd=30Bayenv2LFMMpca.Cpval	8.24798	8.24798	5	0.22969697	0.22969697	0.00010101	0.00010101	1	1	0.89	0.89	0.00010101	0.8	8	98	0.00010101	0.64	18	98	0.00010101	0.75	5	98	10	0	5	5	1	0	4	32	0	0	0	0	0	0	0	43	10	0	5	5	1	0	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	10	0	80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
